COUNTY,PRECINCT,PRES16D,PRES16D_AB,PRES16D_AD,PRES16D_ED,PRES16D_PR,PRES16L,PRES16L_AB,PRES16L_AD,PRES16L_ED,PRES16L_PR,PRES16R,PRES16R_AB,PRES16R_AD,PRES16R_ED,PRES16R_PR,REG_VOTE
Cobb,Sope Creek 01,585,41,212,330,2,81,10,22,49,0,978,92,317,568,1,1953
Cobb,Sope Creek 02,1364,162,583,611,8,150,9,30,110,1,1491,147,546,794,4,3862
Cobb,Sope Creek 03,723,77,240,405,1,86,5,9,72,0,1228,103,311,811,3,2533
Cobb,Sweetwater 01,1151,53,566,530,2,50,2,19,29,0,897,81,402,414,0,2620
Cobb,Sweetwater 02,1145,60,476,601,8,39,2,4,33,0,383,49,121,212,1,2343
Cobb,Terrell Mill 01,1999,76,876,1031,16,157,10,49,97,1,873,64,325,480,4,4372
Cobb,Timber Ridge 01,768,73,228,466,1,88,7,7,74,0,1002,85,267,649,1,2221
Cobb,Vaughn 01,599,41,277,280,1,100,9,26,65,0,1541,75,672,793,1,2761
Cobb,Vinings 01,861,67,372,420,2,65,3,16,46,0,585,48,177,359,1,1961
Cobb,Vinings 02,2240,179,974,1086,1,184,14,45,125,0,1227,114,477,630,6,4920
Cobb,Vinings 03,1605,138,697,763,7,122,9,28,85,0,992,120,357,514,1,3485
Cobb,Vinings 04,1018,110,382,518,8,96,15,19,62,0,1273,145,302,825,1,2995
Cobb,Wade Green 02,1364,79,570,713,2,159,8,43,108,0,1417,99,470,842,6,3798
Cobb,Wileo 01,752,69,254,429,0,110,5,12,93,0,1257,123,409,723,2,2528
Coffee,Douglas,3173,131,1945,1097,0,172,13,103,56,0,5975,175,4415,1385,0,12889
Coffee,Ambrose,230,12,103,115,0,18,2,5,11,0,1008,36,565,407,0,1592
Coffee,Bridgetown,50,2,12,36,0,1,0,0,1,0,151,2,46,103,0,254
Coffee,Broxton,371,15,132,224,0,28,1,12,15,0,1105,47,610,448,0,1906
Coffee,Nicholls,225,5,69,151,0,7,0,3,4,0,797,15,396,386,0,1489
Coffee,West Green,45,3,23,19,0,7,1,3,3,0,552,20,210,322,0,767
Colquitt,Shaw,1089,46,455,588,0,20,1,6,13,0,317,10,215,92,0,2467
Colquitt,Moultrie,901,58,477,366,0,71,7,36,28,0,1522,70,991,461,0,3649
Colquitt,Autreyville,147,5,81,61,0,13,1,4,8,0,627,16,321,290,0,1030
Colquitt,Bridgecreek,76,6,33,37,0,11,0,6,5,0,689,11,345,333,0,946
Colquitt,Crosland,38,1,10,27,0,3,0,1,2,0,104,2,13,89,0,208
Colquitt,Doerun,149,6,19,124,0,6,0,1,5,0,251,4,60,186,1,529
Colquitt,Funston,86,1,28,57,0,8,1,2,5,0,573,9,234,330,0,839
Colquitt,Hamilton,51,3,18,30,0,5,0,1,4,0,399,10,119,270,0,567
Colquitt,Hartsfield,23,4,10,9,0,1,0,0,1,0,265,4,87,174,0,333
Colquitt,Hopewell,139,5,79,55,0,13,0,6,7,0,805,24,461,320,0,1229
Colquitt,Lee,75,4,43,28,0,10,0,5,5,0,483,11,208,264,0,767
Colquitt,Millcreek,27,0,10,17,0,6,0,2,4,0,245,8,82,155,0,355
Colquitt,Monk,131,8,68,55,0,15,0,7,8,0,745,21,359,365,0,1123
Colquitt,Murphy,62,4,39,19,0,15,0,7,8,0,559,11,288,260,0,739
Colquitt,Norman Park,279,15,128,135,1,26,0,14,12,0,1007,30,500,476,1,1764
Colquitt,Robinson,82,7,34,41,0,8,1,2,5,0,431,8,143,280,0,691
Colquitt,Thigpen,17,1,1,15,0,1,0,0,1,0,128,3,30,95,0,180
Colquitt,Tyty,22,0,9,13,0,2,0,0,2,0,254,5,36,213,0,345
Colquitt,Warrior,69,2,19,47,1,6,1,1,4,0,494,3,175,315,1,707
Columbia,Kiokee Baptist Church-10,52,8,19,25,0,12,0,1,11,0,502,19,266,217,0,643
Columbia,Kiokee Baptist Church-12,125,12,81,32,0,35,4,21,10,0,1022,43,562,417,0,1418
Columbia,Lewis Methodist Church,861,58,570,233,0,127,5,62,60,0,2014,72,1308,633,1,3632
Columbia,Woodlawn Baptist Church,207,17,120,70,0,26,1,5,20,0,672,29,395,248,0,1102
Columbia,Patriots Park,1079,53,700,326,0,150,6,73,71,0,1753,67,1110,576,0,3945
Columbia,Harlem Middle School-10,63,6,23,34,0,12,0,2,10,0,289,15,66,208,0,460
Columbia,Harlem Middle School-12,185,19,72,94,0,15,0,2,13,0,601,28,247,325,1,1068
Columbia,Harlem Baptist Church-10,219,24,63,132,0,15,0,6,9,0,346,9,95,241,1,697
Columbia,Harlem Baptist Church-12,204,24,52,128,0,8,0,1,7,0,259,6,71,182,0,586
Columbia,Bessie Thomas Center,160,14,73,73,0,26,0,7,19,0,1074,31,457,586,0,1556
Columbia,Philadelphia Church,429,32,190,207,0,68,4,31,33,0,750,22,362,366,0,1667
Columbia,Grovetown City Hall,812,32,391,389,0,75,2,33,40,0,883,29,385,468,1,2488
Columbia,Grovetown Methodist Church,600,27,246,326,1,46,0,7,39,0,536,24,175,337,0,1723
Columbia,G A Apostolic Church,256,11,130,115,0,18,2,6,10,0,701,21,274,404,2,1223
Columbia,Grovetown Middle School,713,26,326,361,0,69,3,18,48,0,695,25,313,357,0,2113
Columbia,Warren Baptist Church - Grovetown1931,36,393,0,34,702,1391,14,0,1,51,275,297,0,17,638,324
Columbia,Eubank/Blanchard Center,208,22,61,125,0,17,1,7,9,0,673,17,270,386,0,1079
Columbia,Second Mt Carmel Bapt Church,286,21,108,157,0,4,0,2,2,0,188,4,94,90,0,592
Columbia,Damascus Baptist Church,68,11,21,36,0,11,0,1,10,0,576,14,224,338,0,798
Columbia,Col Cty Bd Of Edu,399,30,246,123,0,37,4,15,18,0,972,47,669,256,0,1769
Columbia,Greenbrier High,387,27,227,133,0,85,4,40,41,0,1393,42,837,513,1,2234
Columbia,Redeemer Church,783,43,489,251,0,98,6,32,60,0,1911,60,1180,671,0,3440
Columbia,Riverside Elementary,267,18,175,74,0,28,1,9,18,0,624,36,388,200,0,1166
Columbia,Grace Baptist Church,767,43,496,228,0,74,3,26,45,0,1334,49,823,461,1,2675
Columbia,Christ Sanctified,396,21,212,163,0,68,7,19,42,0,1109,31,682,396,0,2041
Columbia,Blanchard Park,257,23,120,114,0,39,2,17,20,0,822,50,414,357,1,1419
Columbia,Mtz Col Fire Dept #4,415,26,197,192,0,61,3,20,38,0,729,29,319,381,0,1637
Columbia,Belair Baptist Church,457,20,263,172,2,60,3,17,40,0,1039,53,586,400,0,1979
Columbia,Marvin Methodist Church,388,16,187,185,0,49,1,13,35,0,770,26,334,410,0,1571
Columbia,Westside Bapt Church,275,19,136,120,0,32,1,10,21,0,859,37,424,398,0,1376
Columbia,Trinity Bapt Church,156,7,66,83,0,21,2,3,16,0,596,20,276,300,0,973
Columbia,Abilene Baptist,343,18,165,160,0,40,4,13,23,0,880,54,438,387,1,1625
Columbia,Augusta Christian,423,32,219,172,0,58,1,21,36,0,967,60,496,411,0,1855
Columbia,Stevens Creek Elem,290,34,173,83,0,23,4,10,9,0,887,48,604,235,0,1439
Columbia,Gospel Water Branch,392,21,218,153,0,31,0,17,14,0,712,19,467,226,0,1370
Columbia,Genesis Church,347,37,202,108,0,48,7,19,22,0,926,39,582,305,0,1603
Columbia,Stevens Creek Church,523,46,350,127,0,45,3,21,21,0,1348,61,984,303,0,2320
Columbia,Mtz Col Fire Hdqtr,269,15,130,124,0,32,3,11,18,0,491,14,220,257,0,1031
Columbia,Lakeside Middle,349,13,187,148,1,58,3,17,38,0,812,15,448,348,1,1604
Columbia,Martinez Baptist,349,23,147,179,0,45,5,21,19,0,676,28,295,353,0,1423
Columbia,Gold Cross EMS,284,38,148,98,0,53,8,19,26,0,964,145,533,284,2,1651
Columbia,Church of our Savior,486,40,238,207,1,50,6,15,29,0,876,48,425,403,0,1895
Columbia,West Acres Baptist,411,43,244,123,1,64,2,26,36,0,1170,44,742,381,3,2075
Columbia,Journey Comm. Church,107,9,67,31,0,20,2,12,6,0,459,19,300,139,1,700
Columbia,Wesley Methodist,452,29,278,144,1,39,2,16,21,0,1377,51,897,428,1,2266
Columbia,Col Cty Main Library,411,29,271,111,0,33,3,16,14,0,777,34,546,197,0,1563
Columbia,Christ Church,441,34,291,116,0,97,10,39,48,0,1381,50,944,386,1,2362
Columbia,Blue Ridge Elementary,420,20,231,168,1,66,1,24,40,1,989,42,584,363,0,1867
Columbia,Christ The King Luth Ch,414,46,267,100,1,31,2,15,14,0,1063,59,662,342,0,1842
Cook,Cecil,455,15,249,191,0,13,0,5,8,0,494,14,294,186,0,1419
Cook,Delle Beamguard,280,17,133,130,0,44,2,22,20,0,1092,41,724,327,0,1796
Cook,Elm Pine,261,10,93,158,0,6,0,3,3,0,14,1,5,8,0,421
Cook,Lenox,165,5,33,127,0,15,3,9,3,0,568,25,221,322,0,973
Cook,Massee,93,5,55,33,0,10,0,7,3,0,446,9,290,147,0,701
Cook,New Life Bapt. Church,105,1,56,48,0,9,0,5,4,0,665,17,340,308,0,949
Cook,Riverbend,99,7,61,31,0,10,0,8,2,0,703,33,452,218,0,1028
Cook,Sparks,295,8,95,192,0,5,1,1,3,0,194,9,107,78,0,750
Coweta,SENOIA,716,47,348,321,0,126,4,48,74,0,2597,107,1355,1134,1,4213
Coweta,MORELAND,254,15,99,140,0,38,2,6,30,0,1274,55,463,756,0,1943
Coweta,PINE ROAD,172,18,78,76,0,28,2,9,17,0,1040,38,424,578,0,1510
Coweta,DRESDEN,94,11,26,57,0,23,0,7,16,0,455,8,128,317,2,709
Coweta,NEWNAN,1043,69,471,503,0,64,2,19,43,0,696,41,293,362,0,2666
Coweta,SHARPSBURG,520,31,296,193,0,127,9,59,59,0,2350,86,1395,869,0,3692
Coweta,FISCHER ROAD,586,35,326,225,0,126,11,51,64,0,1941,96,1067,778,0,3368
Coweta,CEDAR CREEK,655,35,386,233,1,116,5,39,72,0,2712,122,1484,1105,1,4245
Coweta,GRANTVILLE,457,17,145,295,0,45,3,15,27,0,1018,23,349,645,1,1984
Coweta,HARALSON,217,15,81,121,0,33,0,10,23,0,1166,45,442,679,0,1747
Coweta,WELCOME,379,16,138,225,0,62,1,16,45,0,1558,50,519,988,1,2542
Coweta,PANTHER CREEK,387,18,146,223,0,60,6,16,38,0,1360,44,467,849,0,2332
Coweta,RAYMOND,234,10,130,94,0,49,1,13,35,0,1219,45,570,604,0,1856
Coweta,TURIN,498,26,289,183,0,89,6,30,53,0,2016,72,1007,937,0,3220
Coweta,SMOKEY ROAD,571,19,221,331,0,45,2,10,33,0,812,44,311,456,1,1941
Coweta,TURKEY CREEK,259,5,106,148,0,25,1,5,19,0,323,11,157,155,0,847
Coweta,CENTRAL,955,37,373,544,1,57,0,22,34,1,260,9,126,124,1,2223
Coweta,ARTS CENTRE,2043,90,1333,618,2,239,13,122,103,1,5098,231,3294,1570,3,9219
Coweta,GREENTOP,540,37,275,228,0,50,4,10,35,1,1032,83,430,518,1,2202
Coweta,EXPO CENTER,306,22,120,164,0,58,2,20,36,0,878,60,354,464,0,1620
Coweta,WHITE OAK,754,51,440,262,1,122,12,52,58,0,2170,91,1282,797,0,3853
Coweta,MADRAS,748,36,433,278,1,99,12,36,51,0,1824,85,1028,711,0,3345
Coweta,CANNONGATE,441,32,244,165,0,126,5,61,60,0,1982,99,1104,779,0,3100
Coweta,WESTSIDE,317,13,97,207,0,14,0,5,9,0,149,11,60,78,0,664
Coweta,NORTHSIDE,473,14,170,289,0,60,1,18,41,0,1031,49,419,563,0,1910
Coweta,THOMAS CROSSROADS,661,36,371,254,0,133,6,60,67,0,2678,127,1553,998,0,4301
Coweta,COWETA CENTRAL LIBRARY,206,15,107,84,0,34,2,15,17,0,869,29,575,265,0,1347
Coweta,JEFFERSON PARKWAY,2097,113,1162,821,1,187,5,84,98,0,2025,131,1195,699,0,6189
Crawford,1A,135,9,45,81,0,3,0,1,2,0,154,3,66,84,1,377
Crawford,1B - COUNTY,376,28,150,198,0,8,1,3,4,0,218,7,121,90,0,785
Crawford,1B - CITY,13,1,2,9,1,2,0,1,1,0,7,1,4,2,0,28
Crawford,2 - COUNTY,407,27,279,101,0,21,0,15,6,0,487,32,338,117,0,1159
Crawford,2 - CITY,100,5,55,40,0,3,0,1,2,0,61,7,39,15,0,226
Crawford,3 - COUNTY,129,6,76,46,1,21,2,8,11,0,811,35,472,304,0,1210
Crawford,3 - CITY,25,1,11,13,0,10,1,1,8,0,64,1,42,21,0,121
Crawford,4,126,11,61,54,0,16,0,7,9,0,906,36,398,471,1,1318
Crawford,5,110,7,47,56,0,22,0,11,11,0,927,31,384,511,1,1301
Crisp,Arabi,81,5,34,42,0,6,0,2,4,0,392,18,159,214,1,600
Crisp,Coney,61,3,30,28,0,7,0,3,4,0,579,20,359,197,3,739
Crisp,Cordele,2582,120,1549,912,1,80,6,43,31,0,2343,124,1780,439,0,7244
Crisp,Jamestown,79,3,53,22,1,13,3,4,6,0,736,32,430,273,1,983
Crisp,Listonia,34,3,18,13,0,20,1,12,7,0,499,11,253,231,4,662
Dade,SOUTH DADE,94,1,54,39,0,15,0,8,7,0,445,12,179,254,0,727
Dade,NEW SALEM,140,5,67,68,0,27,2,6,19,0,590,18,226,346,0,925
Dade,DAVIS,119,11,44,64,0,29,0,8,21,0,967,16,430,521,0,1506
Dade,NEW HOME,45,2,15,28,0,13,0,3,10,0,348,0,101,247,0,545
Dade,WEST BROW,131,11,46,74,0,53,3,8,42,0,538,12,159,366,1,1035
Dade,TRENTON,210,12,133,65,0,55,1,28,26,0,1348,38,857,450,3,2352
Dade,NORTH DADE,226,12,118,96,0,34,1,13,20,0,815,19,433,363,0,1498
Dawson,West,363,31,216,116,0,38,0,16,22,0,1234,80,742,411,1,1974
Dawson,Central,476,23,348,103,2,145,8,83,54,0,4683,184,3551,941,7,6605
Dawson,East,609,53,394,160,2,173,6,86,81,0,3983,158,2746,1071,8,6012
Decatur,Mt Pleasant,56,1,28,27,0,7,0,3,4,0,379,13,189,176,1,549
Decatur,Recovery,87,8,39,40,0,9,0,3,6,0,362,20,106,235,1,566
Decatur,Kendrick,77,0,41,36,0,2,0,0,2,0,262,4,110,148,0,476
Decatur,Climax,154,4,52,98,0,9,1,2,6,0,497,20,221,256,0,831
Decatur,Brinson,132,5,57,70,0,3,0,0,3,0,424,20,173,230,1,723
Decatur,West Bainbridge,586,25,316,242,3,13,0,7,6,0,686,30,449,204,3,1825
Decatur,Bainbridge-Coliseum,1363,89,730,536,8,40,7,15,18,0,2165,111,1452,601,1,4694
Decatur,Bridge-Fairgrounds,920,52,519,345,4,32,0,18,14,0,859,36,607,214,2,2632
Decatur,Attapulgus,749,56,284,404,5,11,0,5,5,1,386,30,176,178,2,1525
DeKalb,ALLGOOD ELEM,1584,175,918,489,2,26,2,13,11,0,172,16,75,81,0,2174
DeKalb,ASHFORD DUNWOODY RD,1088,87,575,426,0,111,12,42,57,0,898,58,416,424,0,2500
DeKalb,ASHFORD PARK ELEM,784,41,420,322,1,125,4,55,66,0,809,39,367,403,0,2053
DeKalb,ASHFORD PARKSIDE,1418,243,633,539,3,105,7,44,54,0,956,67,452,436,1,2991
DeKalb,AUSTIN,786,74,435,276,1,90,5,36,49,0,1065,80,517,467,1,2281
DeKalb,AUSTIN DRIVE,1110,28,678,398,6,21,0,4,17,0,61,5,26,29,1,1891
DeKalb,AVONDALE,1486,58,837,591,0,134,4,26,104,0,551,28,201,322,0,2487
DeKalb,AVONDALE HIGH - 04,954,49,594,311,0,32,1,9,22,0,167,18,76,73,0,1468
DeKalb,AVONDALE HIGH - 05,850,52,537,261,0,32,0,14,18,0,93,10,33,50,0,1240
DeKalb,BETHUNE MIDDLE,2411,109,1595,699,8,23,0,14,9,0,81,2,41,36,2,3549
DeKalb,BOULDERCREST RD,1112,23,616,471,2,11,0,5,6,0,53,6,27,20,0,1589
DeKalb,BOULEVARD,2581,97,1549,935,0,142,4,69,69,0,236,2,109,125,0,3756
DeKalb,BRIAR VISTA ELEM,1373,82,730,560,1,100,5,25,70,0,409,24,145,240,0,2386
DeKalb,BRIARCLIFF,1200,80,591,528,1,87,5,27,55,0,689,88,203,397,1,2508
DeKalb,BRIARLAKE ELEM,709,52,376,281,0,58,2,30,26,0,487,41,217,229,0,1545
DeKalb,BRIARWOOD,872,52,437,382,1,93,3,40,50,0,515,17,250,247,1,1918
DeKalb,BROCKETT,971,32,524,412,3,67,2,24,41,0,584,32,296,256,0,2064
DeKalb,BROCKETT ELEM,1048,42,691,312,3,62,4,34,24,0,546,19,357,170,0,2139
DeKalb,BROOKHAVEN,1169,69,620,478,2,142,10,57,75,0,993,30,446,514,3,2899
DeKalb,BROWNS MILL ELEM,2300,78,1501,719,2,36,0,17,19,0,80,10,35,35,0,3105
DeKalb,BURGESS ELEM,1730,70,975,684,1,76,0,28,48,0,133,4,51,78,0,2527
DeKalb,CANBY LANE ELEM,1085,43,647,392,3,8,1,5,2,0,31,1,17,13,0,1588
DeKalb,CANDLER,1518,61,871,580,6,44,0,25,19,0,67,1,24,42,0,2588
DeKalb,CANDLER-MURPHEY CANDLER ELEM,1705,64,1107,531,3,27,0,11,16,0,133,15,87,31,0,2460
DeKalb,CEDAR GROVE ELEM,2451,222,1538,683,8,33,7,17,9,0,92,25,32,35,0,3235
DeKalb,CEDAR GROVE MIDDLE,824,31,493,290,10,5,0,0,5,0,23,2,14,7,0,1339
DeKalb,CEDAR GROVE SOUTH,2239,45,1365,826,3,23,1,7,15,0,75,12,27,36,0,3011
DeKalb,CHAMBLEE,633,36,399,198,0,64,1,30,32,1,361,17,219,125,0,1402
DeKalb,CHAMBLEE 2,970,42,652,276,0,117,6,63,48,0,687,30,441,215,1,2212
DeKalb,CHAPEL HILL ELEM,1913,64,1185,658,6,23,0,9,14,0,49,5,17,27,0,2597
DeKalb,CHESNUT ELEM,934,51,533,350,0,58,3,23,32,0,417,27,204,185,1,1862
DeKalb,CLAIREMONT EAST,1966,105,1232,629,0,97,1,36,60,0,351,20,173,158,0,2815
DeKalb,CLAIREMONT WEST,1997,158,1121,718,0,91,4,40,47,0,329,42,125,162,0,2847
DeKalb,CLAIRMONT ROAD,1424,147,702,574,1,86,5,19,62,0,426,74,144,207,1,2573
DeKalb,CLARKSTON,2396,67,1214,1110,5,53,2,13,38,0,230,19,100,111,0,4226
DeKalb,CLIFTON ELEM,919,21,559,339,0,14,0,9,5,0,39,2,18,19,0,1328
DeKalb,COLUMBIA DRIVE,1146,57,699,386,4,16,1,6,8,1,37,5,17,15,0,1867
DeKalb,COLUMBIA ELEM,746,24,408,312,2,14,1,5,8,0,8,0,6,2,0,1358
DeKalb,COLUMBIA MIDDLE,949,40,593,315,1,16,1,10,5,0,28,1,17,9,1,1625
DeKalb,CORALWOOD,1567,121,943,502,1,117,6,50,61,0,665,73,342,250,0,2752
DeKalb,COVINGTON,855,28,531,288,8,32,1,12,18,1,83,3,40,40,0,1668
DeKalb,COVINGTON HWY LIBRARY,349,13,179,157,0,7,0,4,3,0,19,0,11,8,0,953
DeKalb,CROSS KEYS HIGH,783,49,415,319,0,89,3,33,51,2,483,28,226,229,0,1748
DeKalb,CROSSROADS,1572,43,1068,459,2,29,1,13,15,0,78,4,45,29,0,2293
DeKalb,DORAVILLE NORTH,1080,44,474,559,3,66,3,25,38,0,380,28,141,211,0,2216
DeKalb,DORAVILLE SOUTH,489,10,217,262,0,41,0,15,26,0,203,17,62,124,0,1010
DeKalb,DRESDEN ELEM,1905,94,1003,806,2,124,5,35,84,0,726,43,351,332,0,3844
DeKalb,DRUID HILLS HIGH,1567,113,571,871,12,68,4,17,47,0,279,19,97,163,0,2535
DeKalb,DUNAIRE ELEM,993,36,567,385,5,19,3,6,10,0,133,6,77,50,0,1603
DeKalb,DUNWOODY,1071,78,629,363,1,87,4,36,46,1,723,66,400,256,1,2468
DeKalb,DUNWOODY HIGH,664,75,383,206,0,68,8,34,26,0,768,92,386,289,1,1772
DeKalb,DUNWOODY LIBRARY,780,79,488,212,1,82,7,31,44,0,1040,81,608,350,1,2234
DeKalb,EAST LAKE ELEM,2121,129,1346,644,2,85,3,42,40,0,191,4,103,84,0,3211
DeKalb,EMBRY HILLS,790,49,450,289,2,75,4,37,34,0,509,45,257,206,1,1695
DeKalb,EMORY ROAD,674,112,261,296,5,19,1,6,12,0,124,25,38,61,0,1130
DeKalb,EMORY SOUTH,1738,116,967,654,1,123,7,47,69,0,473,42,209,222,0,2943
DeKalb,EPWORTH,2611,155,1491,962,3,116,10,42,64,0,282,13,119,149,1,3505
DeKalb,EVANSDALE ELEM,1224,73,707,444,0,77,1,32,44,0,510,47,260,203,0,2389
DeKalb,FAIRINGTON ELEM,2253,52,1288,910,3,30,1,15,14,0,62,5,30,27,0,3724
DeKalb,FERNBANK ELEM,1303,130,702,470,1,63,3,26,34,0,320,19,128,173,0,1937
DeKalb,FLAKES MILL FIRE STATION,1132,29,659,443,1,10,1,5,4,0,29,2,10,17,0,1569
DeKalb,FLAT ROCK ELEM,1707,66,1176,463,2,26,0,16,10,0,58,5,36,17,0,2332
DeKalb,FLAT SHOALS,1099,59,689,348,3,25,0,11,14,0,26,1,10,15,0,1825
DeKalb,FLAT SHOALS ELEM,1128,33,638,457,0,15,1,2,12,0,24,1,12,11,0,1744
DeKalb,FLAT SHOALS LIBRARY,1194,40,684,464,6,16,0,3,12,1,26,2,14,10,0,1961
DeKalb,FLAT SHOALS PARKWAY,2085,77,1483,522,3,21,1,7,13,0,71,4,46,21,0,2816
DeKalb,FREEDOM MIDDLE,1531,63,877,582,9,25,0,15,10,0,161,14,99,48,0,2419
DeKalb,GEORGETOWN SQUARE,1305,50,765,488,2,110,4,44,62,0,853,50,408,393,2,3139
DeKalb,GLENHAVEN,808,16,439,351,2,28,1,14,13,0,75,4,27,40,4,1321
DeKalb,GLENNWOOD - 04,559,29,296,234,0,30,2,15,13,0,77,6,32,39,0,770
DeKalb,GLENNWOOD - 05,719,61,386,272,0,18,3,5,10,0,104,11,44,49,0,1117
DeKalb,GLENWOOD ROAD,969,36,543,387,3,15,0,8,7,0,56,6,32,18,0,1582
DeKalb,GRESHAM ROAD,1761,55,979,723,4,57,1,23,33,0,99,6,37,56,0,2737
DeKalb,HAMBRICK ELEM,1653,56,979,615,3,32,1,19,12,0,197,15,90,92,0,2703
DeKalb,HARRIS-MARGARET HARRIS ED,942,46,441,455,0,59,2,19,38,0,237,7,102,127,1,1563
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,2203,65,1485,652,1,32,2,18,12,0,40,1,26,13,0,3065
DeKalb,HAWTHORNE ELEM,1681,68,949,663,1,91,8,37,46,0,591,37,281,273,0,3166
DeKalb,HENDERSON MILL ELEM,1313,97,786,428,2,94,7,42,45,0,665,47,391,227,0,2595
DeKalb,HUGH HOWELL,724,38,452,234,0,50,5,20,25,0,561,37,281,243,0,1569
DeKalb,HUNTLEY HILLS ELEM,1311,47,692,571,1,103,2,38,63,0,503,33,263,207,0,2560
DeKalb,IDLEWOOD ELEM,970,25,553,391,1,31,0,13,18,0,260,9,117,134,0,1739
DeKalb,INDIAN CREEK ELEM,845,29,444,369,3,33,0,9,24,0,136,10,67,57,2,1670
DeKalb,JOHNSON ESTATES,691,69,381,240,1,42,1,15,26,0,193,16,74,103,0,1077
DeKalb,JOLLY ELEM,1406,75,795,533,3,48,1,24,23,0,250,23,120,106,1,2513
DeKalb,KELLEY CHAPEL ROAD,809,34,519,252,4,12,0,7,5,0,37,0,11,26,0,1133
DeKalb,KELLEY LAKE ELEM,1497,56,836,601,4,25,0,7,18,0,44,0,23,21,0,2401
DeKalb,KING-ML KING JR HIGH,2804,111,2057,634,2,31,2,17,12,0,64,5,38,21,0,3652
DeKalb,KINGSLEY ELEM,724,89,415,220,0,79,4,29,46,0,1042,90,513,439,0,2208
DeKalb,KNOLLWOOD ELEM,1193,36,626,526,5,39,0,12,27,0,46,1,21,24,0,1894
DeKalb,KITTREDGE ELEM,789,70,479,237,3,98,7,49,42,0,679,55,390,233,1,1884
DeKalb,LAKESIDE HIGH,1393,109,805,479,0,100,7,27,66,0,813,100,402,310,1,2760
DeKalb,LAVISTA,1329,85,634,610,0,95,4,28,63,0,474,32,153,289,0,2602
DeKalb,LAVISTA ROAD,1019,84,489,445,1,58,4,19,35,0,396,24,127,245,0,1856
DeKalb,LIN-MARY LIN ELEM,1757,114,984,656,3,97,7,29,61,0,300,17,119,161,3,2609
DeKalb,LITHONIA,618,31,315,272,0,10,0,7,3,0,51,6,22,23,0,1036
DeKalb,LITHONIA HIGH,1606,39,921,641,5,20,0,9,11,0,33,4,14,15,0,2467
DeKalb,LIVSEY ELEM,592,33,413,146,0,37,2,23,12,0,454,33,266,155,0,1295
DeKalb,MARBUT ELEM,2305,53,1496,752,4,21,0,11,10,0,51,2,22,27,0,3372
DeKalb,MATHIS-BOB MATHIS ELEM,1694,60,1179,449,6,31,1,14,15,1,83,7,47,29,0,2273
DeKalb,MCLENDON,1129,40,546,542,1,66,1,20,45,0,217,10,96,111,0,1972
DeKalb,MCNAIR ACADEMY,1131,51,635,444,1,36,0,11,25,0,32,3,16,13,0,1628
DeKalb,MCNAIR HIGH,2032,85,1195,750,2,71,2,20,49,0,131,7,63,61,0,3081
DeKalb,MCNAIR MIDDLE,1225,51,711,459,4,25,1,11,13,0,40,2,16,22,0,1925
DeKalb,MCWILLIAMS,1376,40,868,468,0,15,0,9,6,0,39,3,17,19,0,1884
DeKalb,MEADOWVIEW ELEM,1753,79,1114,557,3,42,0,22,20,0,66,4,32,30,0,2733
DeKalb,MEDLOCK ELEM,1198,59,620,519,0,85,6,27,52,0,331,34,124,173,0,1928
DeKalb,MEMORIAL SOUTH,1189,38,615,530,6,22,0,7,14,1,74,1,27,46,0,2182
DeKalb,METROPOLITAN,1728,80,957,690,1,87,2,33,52,0,114,3,51,60,0,2557
DeKalb,MIDVALE ELEM,725,40,511,173,1,84,6,48,30,0,704,61,425,218,0,1828
DeKalb,MIDVALE ROAD,1292,65,812,415,0,72,0,30,42,0,591,37,302,252,0,2437
DeKalb,MIDWAY ELEM,1296,58,773,462,3,40,2,18,19,1,98,7,54,37,0,2296
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM2555,6,828,269,59,1733,1841,9,5,1,21,577,31,15,3,87,38
DeKalb,MILLER GROVE HIGH,1450,43,829,575,3,17,1,12,4,0,40,0,27,13,0,2378
DeKalb,MILLER GROVE MIDDLE,2013,43,1250,711,9,27,0,9,18,0,36,0,22,14,0,3263
DeKalb,MILLER GROVE ROAD,1330,37,847,446,0,12,0,4,8,0,47,1,23,23,0,1775
DeKalb,MONTCLAIR ELEM,968,29,502,435,2,45,1,15,29,0,142,3,58,81,0,1699
DeKalb,MONTGOMERY ELEM,851,73,442,335,1,107,7,41,59,0,736,74,344,318,0,2072
DeKalb,MONTREAL,761,23,448,290,0,51,4,16,31,0,289,14,125,150,0,1407
DeKalb,MT. VERNON EAST,769,52,453,264,0,84,7,29,48,0,1048,80,555,413,0,2273
DeKalb,MT. VERNON WEST,764,75,456,233,0,74,3,26,45,0,792,70,411,311,0,1952
DeKalb,NORTH DECATUR,865,68,499,297,1,51,4,21,26,0,157,16,72,69,0,1496
DeKalb,NORTH HAIRSTON,1075,32,608,435,0,24,3,12,9,0,121,9,55,57,0,1747
DeKalb,NORTH PEACHTREE,701,26,328,345,2,54,2,15,37,0,334,23,137,174,0,1483
DeKalb,NORTHLAKE,690,37,396,257,0,64,0,20,44,0,319,24,132,163,0,1271
DeKalb,OAK GROVE ELEM,1008,72,520,414,2,81,5,26,50,0,537,41,209,286,1,1930
